PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
3934	41560	We will be dining fashionably late.	we will be dining fashionably late.	1984785	1471976681100	1471976681247	 	32
3934	41560	We will be dining fashionably late.	we will be dining fashionably late.	1984794	1471976681831	1471976681969	l	76
3934	41560	We will be dining fashionably late.	we will be dining fashionably late.	1985080	1471976681953	1471976682133	a	65
3934	41560	We will be dining fashionably late.	we will be dining fashionably late.	1985085	1471976682289	1471976682471	t	84
3934	41560	We will be dining fashionably late.	we will be dining fashionably late.	1985089	1471976682487	1471976682654	e	69
3934	41560	We will be dining fashionably late.	we will be dining fashionably late.	1985094	1471976683728	1471976683849	.	190
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985571	1471976689337	1471976689755	SHIFT	16
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985573	1471976689817	1471976689948	t	84
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985576	1471976689901	1471976690166	SHIFT	16
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985581	1471976690420	1471976690551	BKSP	8
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985590	1471976690582	1471976691100	SHIFT	16
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985588	1471976690926	1471976691022	T	84
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985595	1471976692516	1471976692630	r	82
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985605	1471976692677	1471976692718	i	73
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985614	1471976693333	1471976693450	e	69
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985698	1471976693670	1471976693848	d	68
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985700	1471976693926	1471976694099	 	32
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985705	1471976694442	1471976694633	r	82
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985711	1471976694649	1471976694821	e	69
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985714	1471976694993	1471976695124	a	65
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985836	1471976695453	1471976695626	c	67
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985845	1471976695626	1471976695855	h	72
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985851	1471976696074	1471976696198	i	73
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985859	1471976696432	1471976696519	g	71
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985868	1471976696941	1471976697052	BKSP	8
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985874	1471976697426	1471976697523	n	78
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985977	1471976697664	1471976697806	h	72
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985983	1471976698295	1471976698363	BKSP	8
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985991	1471976698441	1471976698546	g	71
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1985996	1471976698577	1471976698725	 	32
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986000	1471976698881	1471976699012	y	89
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986002	1471976699262	1471976699413	o	79
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986149	1471976699485	1471976699584	u	85
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986156	1471976699756	1471976699902	 	32
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986161	1471976700276	1471976700465	e	69
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986164	1471976700621	1471976700771	a	65
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986168	1471976701067	1471976701239	r	82
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986349	1471976701759	1471976701925	l	76
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986354	1471976701988	1471976702130	i	73
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986359	1471976702589	1471976702655	BKSP	8
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986363	1471976703123	1471976703253	i	73
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986370	1471976703331	1471976703517	e	69
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986373	1471976703580	1471976703737	r	82
3934	41594	Tried reaching you earlier.	Tried reaching you earlier.	1986527	1471976704763	1471976704847	.	190
3934	41628	You know that I love you.	You know that I love you.	1986813	1471976708961	1471976709283	SHIFT	16
3934	41628	You know that I love you.	You know that I love you.	1986808	1471976709106	1471976709191	Y	89
3934	41628	You know that I love you.	You know that I love you.	1986827	1471976709392	1471976709646	o	79
3934	41628	You know that I love you.	You know that I love you.	1986838	1471976709755	1471976709872	u	85
3934	41628	You know that I love you.	You know that I love you.	1986846	1471976710169	1471976710322	 	32
3934	41628	You know that I love you.	You know that I love you.	1986856	1471976710540	1471976710593	k	75
3934	41628	You know that I love you.	You know that I love you.	1987065	1471976710668	1471976710746	k	75
3934	41628	You know that I love you.	You know that I love you.	1987068	1471976711136	1471976711216	BKSP	8
3934	41628	You know that I love you.	You know that I love you.	1987072	1471976711419	1471976711532	n	78
3934	41628	You know that I love you.	You know that I love you.	1987077	1471976711657	1471976711767	p	80
3934	41628	You know that I love you.	You know that I love you.	1987080	1471976712001	1471976712087	w	87
3934	41628	You know that I love you.	You know that I love you.	1987084	1471976712289	1471976712373	BKSP	8
3934	41628	You know that I love you.	You know that I love you.	1987087	1471976712498	1471976712604	BKSP	8
3934	41628	You know that I love you.	You know that I love you.	1987090	1471976712932	1471976713042	o	79
3934	41628	You know that I love you.	You know that I love you.	1987179	1471976713121	1471976713256	w	87
3934	41628	You know that I love you.	You know that I love you.	1987183	1471976713334	1471976713473	 	32
3934	41628	You know that I love you.	You know that I love you.	1987186	1471976714042	1471976714218	t	84
3934	41628	You know that I love you.	You know that I love you.	1987190	1471976714178	1471976714343	h	72
3934	41628	You know that I love you.	You know that I love you.	1987194	1471976714374	1471976714564	a	65
3934	41628	You know that I love you.	You know that I love you.	1987356	1471976714642	1471976714829	t	84
3934	41628	You know that I love you.	You know that I love you.	1987359	1471976714875	1471976715048	 	32
3934	41628	You know that I love you.	You know that I love you.	1987366	1471976715614	1471976715933	SHIFT	16
3934	41628	You know that I love you.	You know that I love you.	1987362	1471976715739	1471976715855	I	73
3934	41628	You know that I love you.	You know that I love you.	1987370	1471976716136	1471976716242	 	32
3934	41628	You know that I love you.	You know that I love you.	1987371	1471976716871	1471976716996	l	76
3934	41628	You know that I love you.	You know that I love you.	1987545	1471976717138	1471976717249	o	79
3934	41628	You know that I love you.	You know that I love you.	1987551	1471976717468	1471976717550	n	78
3934	41628	You know that I love you.	You know that I love you.	1987556	1471976718105	1471976718218	b	66
3934	41628	You know that I love you.	You know that I love you.	1987560	1471976718655	1471976718741	BKSP	8
3934	41628	You know that I love you.	You know that I love you.	1987563	1471976718866	1471976718931	BKSP	8
3934	41628	You know that I love you.	You know that I love you.	1987566	1471976718904	1471976719055	v	86
3934	41628	You know that I love you.	You know that I love you.	1987569	1471976719117	1471976719270	e	69
3934	41628	You know that I love you.	You know that I love you.	1987875	1471976719349	1471976719469	 	32
3934	41628	You know that I love you.	You know that I love you.	1987883	1471976719765	1471976720174	SHIFT	16
3934	41628	You know that I love you.	You know that I love you.	1987879	1471976719986	1471976720096	Y	89
3934	41628	You know that I love you.	You know that I love you.	1987890	1471976720440	1471976720518	BKSP	8
3934	41628	You know that I love you.	You know that I love you.	1987891	1471976721209	1471976721319	y	89
3934	41628	You know that I love you.	You know that I love you.	1987893	1471976721491	1471976721523	p	80
3934	41628	You know that I love you.	You know that I love you.	1987895	1471976722295	1471976722410	BKSP	8
3934	41628	You know that I love you.	You know that I love you.	1987896	1471976722738	1471976722876	o	79
3934	41628	You know that I love you.	You know that I love you.	1988067	1471976722955	1471976723048	u	85
3934	41628	You know that I love you.	You know that I love you.	1988069	1471976724005	1471976724036	.	190
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990464	1471976724748	1471976760904	TAB	9
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988316	1471976727383	1471976727721	SHIFT	16
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988315	1471976727592	1471976727675	L	76
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988317	1471976727784	1471976727859	o	79
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988319	1471976728015	1471976728095	k	75
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988321	1471976728219	1471976728284	k	75
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988323	1471976728676	1471976728749	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988327	1471976728858	1471976728932	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988332	1471976729181	1471976729280	o	79
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988421	1471976729515	1471976729664	k	75
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988426	1471976729744	1471976729883	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988433	1471976730304	1471976730484	f	70
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988438	1471976730515	1471976730652	o	79
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988445	1471976730667	1471976730845	r	82
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988561	1471976730803	1471976730938	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988567	1471976731110	1471976731256	y	89
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988573	1471976731396	1471976731540	j	74
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988580	1471976731821	1471976731928	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988586	1471976732037	1471976732130	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988596	1471976732193	1471976732345	t	84
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988606	1471976732360	1471976732511	h	72
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988613	1471976732667	1471976732751	o	79
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988729	1471976732847	1471976733040	s	83
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988734	1471976732981	1471976733135	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988740	1471976733416	1471976733568	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988744	1471976733692	1471976733742	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988749	1471976733867	1471976733973	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988753	1471976734409	1471976734509	i	73
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988756	1471976734587	1471976734757	s	83
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988903	1471976734714	1471976734860	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988908	1471976735443	1471976735611	r	82
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988915	1471976736101	1471976736219	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988922	1471976736234	1471976736399	t	84
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988927	1471976736617	1471976736783	e	69
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988933	1471976737142	1471976737211	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988940	1471976737335	1471976737478	r	82
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1988950	1471976737525	1471976737720	e	69
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989031	1471976737768	1471976737972	n	78
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989033	1471976738003	1471976738176	d	68
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989036	1471976738301	1471976738478	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989039	1471976738890	1471976739030	t	84
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989044	1471976739155	1471976739299	p	80
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989240	1471976739534	1471976739685	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989249	1471976739810	1471976739953	c	67
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989259	1471976740156	1471976740275	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989269	1471976740400	1471976740462	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989277	1471976740587	1471976740694	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989283	1471976741214	1471976741282	o	79
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989288	1471976741642	1471976741765	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989292	1471976742014	1471976742180	c	67
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989405	1471976742260	1471976742403	o	79
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989409	1471976742621	1471976742816	n	78
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989415	1471976743368	1471976743553	t	84
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989419	1471976743865	1471976744009	i	73
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989425	1471976744399	1471976744530	n	78
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989527	1471976744781	1471976744929	u	85
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989530	1471976745039	1471976745198	e	69
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989534	1471976745276	1471976745433	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989539	1471976745939	1471976746119	w	87
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989546	1471976746135	1471976746303	h	72
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989697	1471976746524	1471976746719	e	69
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989702	1471976747015	1471976747206	n	78
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989708	1471976747284	1471976747429	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989713	1471976747710	1471976747832	t	84
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989717	1471976748206	1471976748349	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989721	1471976748567	1471976748702	h	72
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989770	1471976748702	1471976748838	e	69
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989776	1471976748853	1471976749019	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989779	1471976749175	1471976749354	f	70
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989782	1471976749370	1471976749554	a	65
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989785	1471976749663	1471976749855	c	67
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989872	1471976749903	1471976750075	e	69
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989875	1471976750246	1471976750411	s	83
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989879	1471976750473	1471976750581	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1989882	1471976751033	1471976751188	t	84
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990031	1471976751133	1471976751284	h	72
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990034	1471976751315	1471976751512	e	69
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990038	1471976751512	1471976751646	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990042	1471976752036	1471976752186	s	83
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990047	1471976752592	1471976752772	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990052	1471976752694	1471976753105	SHIFT	16
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990056	1471976752896	1471976753120	D	68
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990064	1471976753451	1471976753612	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990071	1471976753513	1471976753846	SHIFT	16
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990191	1471976753691	1471976753862	S	83
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990193	1471976754272	1471976754416	a	65
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990198	1471976754432	1471976754677	n	78
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990201	1471976754724	1471976754854	 	32
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990206	1471976755244	1471976755686	SHIFT	16
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990203	1471976755498	1471976755639	D	68
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990210	1471976755920	1471976756058	i	73
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990386	1471976756279	1471976756426	e	69
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990390	1471976756551	1471976756665	s	83
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990395	1471976757039	1471976757197	BKSP	8
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990396	1471976757353	1471976757516	g	71
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990398	1471976757921	1471976758071	o	79
3934	41654	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	1990400	1471976759531	1471976759634	.	190
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990720	1471976762678	1471976762897	SHIFT	16
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990722	1471976762756	1471976762912	H	72
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990725	1471976763318	1471976763496	d	68
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990729	1471976763955	1471976764088	BKSP	8
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990733	1471976764166	1471976764311	e	69
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990738	1471976764274	1471976764467	 	32
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990742	1471976765145	1471976765245	w	87
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990810	1471976765324	1471976765477	a	65
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990813	1471976765539	1471976765694	s	83
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990818	1471976765741	1471976765896	 	32
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990825	1471976766402	1471976766565	o	79
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990829	1471976766611	1471976766751	u	85
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990894	1471976766847	1471976767004	r	82
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990898	1471976767113	1471976767255	 	32
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990901	1471976767805	1471976767926	b	66
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990905	1471976767989	1471976768188	e	69
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1990911	1471976768281	1471976768428	s	83
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991113	1471976768869	1471976769046	t	84
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991124	1471976769108	1471976769232	 	32
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991131	1471976770051	1471976770157	[	219
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991134	1471976770281	1471976770421	l	76
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991138	1471976770733	1471976770843	BKSP	8
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991145	1471976770999	1471976771112	BKSP	8
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991150	1471976771439	1471976771594	p	80
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991228	1471976771737	1471976771864	l	76
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991232	1471976772285	1471976772418	y	89
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991241	1471976772433	1471976772599	a	65
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991245	1471976772833	1471976773047	e	69
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991250	1471976773062	1471976773251	r	82
3934	41704	He was our best player when he got hurt.	He was our best player when he got hurt.	1991381	1471976773267	1471976773405	 	32
